url,label
https://github.com/WithSecureLabs/python-exe-unpacker,0
https://github.com/ReversecLabs/awspx,0
https://github.com/allenai/OLMo-core,0
https://github.com/nvidia-cosmos/cosmos-predict2.5,0
https://github.com/TencentARC/SEED-Voken,0
https://github.com/pjlab-sys4nlp/llama-moe,0
https://github.com/siyuanchen0214/Scam-AI-Multi-modal-Evaluation-System,0
https://github.com/taehoonlee/tensornets,0
https://github.com/mrwadams/stride-gpt,0
https://github.com/ggeop/Python-ai-assistant,0
https://github.com/mongomock/mongomock,0
https://github.com/Fannovel16/ComfyUI-Frame-Interpolation,0
https://github.com/zju3dv/OnePose,0
https://github.com/jalan/pdftotext,0
https://github.com/merantix/picasso,0
https://github.com/kuangliu/pytorch-retinanet,0
https://github.com/sehmaschine/django-filebrowser,0
https://github.com/vibevoice-community/VibeVoice,0
https://github.com/geohot/twitchslam,0
https://github.com/zhuzilin/ring-flash-attention,0
https://github.com/Malfrats/xeuledoc,0
https://github.com/google/it-cert-automation-practice,0
https://github.com/PharMolix/OpenBioMed,0
https://github.com/KnugiHK/WhatsApp-Chat-Exporter,0
https://github.com/tombcato/clash-ip-checker,0
https://github.com/N0rz3/Phunter,0
https://github.com/microsoft/PythonProgrammingPuzzles,0
https://github.com/ivandokov/phockup,0
https://github.com/google-research/magvit,0
https://github.com/dewitt/opensearch,0
https://github.com/hackingthemarkets/binance-tutorials,0
https://github.com/harlanhong/CVPR2022-DaGAN,0
https://github.com/aliyun/aliyun-oss-python-sdk,0
https://github.com/howie6879/weekly,0
https://github.com/sematic-ai/sematic,0
https://github.com/microsoft/CameraTraps,0
https://github.com/py2exe/py2exe,0
https://github.com/k3yomi/Wall-of-Flippers,0
https://github.com/Ekultek/Zeus-Scanner,0
https://github.com/PKU-MARL/DexterousHands,0
https://github.com/airspeed-velocity/asv,0
https://github.com/daprofiler/DaProfiler,0
https://github.com/hrithikkoduri/WebRover,0
https://github.com/mgonzs13/yolo_ros,0
https://github.com/Brikwerk/nxbt,0
https://github.com/allegro/allRank,0
https://github.com/zhy0313/ea-python,0
https://github.com/maximeraafat/BlenderNeRF,0
https://github.com/AkimioJR/AutoFilm,0
https://github.com/ajndkr/lanarky,0
https://github.com/daijro/hrequests,0
https://github.com/KaiyangZhou/pytorch-center-loss,0
https://github.com/autonomousvision/stylegan-xl,0
https://github.com/likejazz/llama3.np,0
https://github.com/piglei/ai-vocabulary-builder,0
https://github.com/3xp10it/xwaf,0
https://github.com/mobilityhouse/ocpp,0
https://github.com/KKKKhazix/Khazix-Skills,0
https://github.com/jithurjacob/Windows-10-Toast-Notifications,0
https://github.com/N0rz3/Zehef,0
https://github.com/amd/gaia,0
https://github.com/langchain-ai/openevals,0
https://github.com/fO-000/bluing,0
https://github.com/TeFuirnever/Machine-Learning-in-Action,0
https://github.com/mitre-attack/car,0
https://github.com/quentinhardy/msdat,0
https://github.com/shyamsaktawat/OpenAlpha_Evolve,0
https://github.com/tuan3w/obsidian-template,0
https://github.com/MichalGeyer/plug-and-play,0
https://github.com/Yinzo/SmartQQBot,0
https://github.com/openmc-dev/openmc,0
https://github.com/TutteInstitute/datamapplot,0
https://github.com/dropbox/securitybot,0
https://github.com/poliastro/poliastro,0
https://github.com/ildoonet/pytorch-gradual-warmup-lr,0
https://github.com/mgeeky/RedWarden,0
